

Reading dataset
Dataset read complete...
n users: 75
n items: 3287
Model intialized
Beginning Training...
cuda
mse loss
Training on GPU: 1 devices
iteration: 13350 - loss: 0.54624
iteration: 13400 - loss: 0.52405
iteration: 13450 - loss: 0.51403
iteration: 13500 - loss: 0.49393
iteration: 13550 - loss: 0.49992
iteration: 13600 - loss: 0.54641
iteration: 13650 - loss: 0.53566
iteration: 13700 - loss: 0.48767
iteration: 13750 - loss: 0.53164
iteration: 13800 - loss: 0.47800
iteration: 13850 - loss: 0.53030
iteration: 13900 - loss: 0.52686
iteration: 13950 - loss: 0.54037
iteration: 14000 - loss: 0.51933
iteration: 14050 - loss: 0.51621
iteration: 14100 - loss: 0.52582
iteration: 14150 - loss: 0.48895
iteration: 14200 - loss: 0.55548
iteration: 14250 - loss: 0.51452
iteration: 14300 - loss: 0.49636
iteration: 14350 - loss: 0.51835
iteration: 14400 - loss: 0.50459
iteration: 14450 - loss: 0.56221
iteration: 14500 - loss: 0.51693
iteration: 14550 - loss: 0.50976
iteration: 14600 - loss: 0.48635
iteration: 14650 - loss: 0.50461
iteration: 14700 - loss: 0.55789
iteration: 14750 - loss: 0.53761
iteration: 14800 - loss: 0.48428
iteration: 14850 - loss: 0.57178
iteration: 14900 - loss: 0.47675
iteration: 14950 - loss: 0.55237
iteration: 15000 - loss: 0.52021
iteration: 15050 - loss: 0.50365
iteration: 15100 - loss: 0.47762
iteration: 15150 - loss: 0.51246
iteration: 15200 - loss: 0.54016
iteration: 15250 - loss: 0.55354
iteration: 15300 - loss: 0.49311
iteration: 15350 - loss: 0.49077
iteration: 15400 - loss: 0.54470
iteration: 15450 - loss: 0.50534
iteration: 15500 - loss: 0.56872
iteration: 15550 - loss: 0.49187
iteration: 15600 - loss: 0.46451
iteration: 15650 - loss: 0.54343
iteration: 15700 - loss: 0.56791
iteration: 15750 - loss: 0.52446
iteration: 15800 - loss: 0.50106
iteration: 15850 - loss: 0.53556
iteration: 15900 - loss: 0.50511
iteration: 15950 - loss: 0.52063
iteration: 16000 - loss: 0.53468
iteration: 16050 - loss: 0.49843
iteration: 16100 - loss: 0.50290
iteration: 16150 - loss: 0.48051
iteration: 16200 - loss: 0.50894
iteration: 16250 - loss: 0.60529
iteration: 16300 - loss: 0.51039
iteration: 16350 - loss: 0.52508
iteration: 16400 - loss: 0.50031
iteration: 16450 - loss: 0.51914
iteration: 16500 - loss: 0.55076
iteration: 16550 - loss: 0.54591
iteration: 16600 - loss: 0.51785
iteration: 16650 - loss: 0.51447
iteration: 16700 - loss: 0.52397
iteration: 16750 - loss: 0.50437
iteration: 16800 - loss: 0.54719
iteration: 16850 - loss: 0.49236
iteration: 16900 - loss: 0.51436
iteration: 16950 - loss: 0.50844
iteration: 17000 - loss: 0.52181
iteration: 17050 - loss: 0.51878
iteration: 17100 - loss: 0.51859
iteration: 17150 - loss: 0.54271
iteration: 17200 - loss: 0.50759
iteration: 17250 - loss: 0.51358
iteration: 17300 - loss: 0.51045
iteration: 17350 - loss: 0.47798
iteration: 17400 - loss: 0.53301
iteration: 17450 - loss: 0.53312
iteration: 17500 - loss: 0.54295
iteration: 17550 - loss: 0.52519
iteration: 17600 - loss: 0.50372
iteration: 17650 - loss: 0.51679
iteration: 17700 - loss: 0.53165
iteration: 17750 - loss: 0.52106
iteration: 17800 - loss: 0.52211
iteration: 17850 - loss: 0.49123
iteration: 17900 - loss: 0.53231
iteration: 17950 - loss: 0.55282
iteration: 18000 - loss: 0.49640
iteration: 18050 - loss: 0.49338
iteration: 18100 - loss: 0.53066
iteration: 18150 - loss: 0.51254
iteration: 18200 - loss: 0.54600
iteration: 18250 - loss: 0.52080
iteration: 18300 - loss: 0.50658
iteration: 18350 - loss: 0.54907
iteration: 18400 - loss: 0.51329
iteration: 18450 - loss: 0.50076
iteration: 18500 - loss: 0.52871
iteration: 18550 - loss: 0.56501
iteration: 18600 - loss: 0.52759
iteration: 18650 - loss: 0.48776
iteration: 18700 - loss: 0.48794
iteration: 18750 - loss: 0.52069
iteration: 18800 - loss: 0.49229
iteration: 18850 - loss: 0.53256
iteration: 18900 - loss: 0.51457
iteration: 18950 - loss: 0.50983
iteration: 19000 - loss: 0.54765
iteration: 19050 - loss: 0.52374
iteration: 19100 - loss: 0.51255
iteration: 19150 - loss: 0.50397
iteration: 19200 - loss: 0.52183
iteration: 19250 - loss: 0.53496
iteration: 19300 - loss: 0.52600
iteration: 19350 - loss: 0.51883
iteration: 19400 - loss: 0.46945
iteration: 19450 - loss: 0.52183
iteration: 19500 - loss: 0.55342
iteration: 19550 - loss: 0.50380
iteration: 19600 - loss: 0.50234
iteration: 19650 - loss: 0.52794
iteration: 19700 - loss: 0.47979
iteration: 19750 - loss: 0.58831
iteration: 19800 - loss: 0.48315
iteration: 19850 - loss: 0.49946
iteration: 19900 - loss: 0.50425
iteration: 19950 - loss: 0.52949
iteration: 20000 - loss: 0.57406
iteration: 20050 - loss: 0.50483
iteration: 20100 - loss: 0.53666
iteration: 20150 - loss: 0.51418
iteration: 20200 - loss: 0.51589
iteration: 20250 - loss: 0.52970
iteration: 20300 - loss: 0.48183
iteration: 20350 - loss: 0.52972
iteration: 20400 - loss: 0.50596
iteration: 20450 - loss: 0.55022
iteration: 20500 - loss: 0.52797
iteration: 20550 - loss: 0.50440
iteration: 20600 - loss: 0.49195
iteration: 20650 - loss: 0.55046
iteration: 20700 - loss: 0.49365
iteration: 20750 - loss: 0.54972
iteration: 20800 - loss: 0.50744
iteration: 20850 - loss: 0.53558
iteration: 20900 - loss: 0.50537
iteration: 20950 - loss: 0.52140
iteration: 21000 - loss: 0.52796
iteration: 21050 - loss: 0.55311
iteration: 21100 - loss: 0.51489
iteration: 21150 - loss: 0.51202
iteration: 21200 - loss: 0.49728
iteration: 21250 - loss: 0.52110
iteration: 21300 - loss: 0.54319
iteration: 21350 - loss: 0.51089
iteration: 21400 - loss: 0.50340
iteration: 21450 - loss: 0.51664
iteration: 21500 - loss: 0.52124
iteration: 21550 - loss: 0.51859
iteration: 21600 - loss: 0.48182
iteration: 21650 - loss: 0.54234
iteration: 21700 - loss: 0.53509
iteration: 21750 - loss: 0.51262
iteration: 21800 - loss: 0.49615
iteration: 21850 - loss: 0.53057
iteration: 21900 - loss: 0.51370
iteration: 21950 - loss: 0.53162
iteration: 22000 - loss: 0.52271
iteration: 22050 - loss: 0.51425
iteration: 22100 - loss: 0.49686
iteration: 22150 - loss: 0.50737
iteration: 22200 - loss: 0.55482
iteration: 22250 - loss: 0.52773
iteration: 22300 - loss: 0.50734
iteration: 22350 - loss: 0.48607
iteration: 22400 - loss: 0.51427
iteration: 22450 - loss: 0.56663
iteration: 22500 - loss: 0.52224
iteration: 22550 - loss: 0.53456
iteration: 22600 - loss: 0.48478
iteration: 22650 - loss: 0.52485
iteration: 22700 - loss: 0.49405
iteration: 22750 - loss: 0.55196
iteration: 22800 - loss: 0.51079
iteration: 22850 - loss: 0.51227
iteration: 22900 - loss: 0.51009
iteration: 22950 - loss: 0.54083
iteration: 23000 - loss: 0.52078
iteration: 23050 - loss: 0.49873
iteration: 23100 - loss: 0.55169
iteration: 23150 - loss: 0.50853
iteration: 23200 - loss: 0.51639
iteration: 23250 - loss: 0.51491
iteration: 23300 - loss: 0.48542
iteration: 23350 - loss: 0.50485
iteration: 23400 - loss: 0.54903
iteration: 23450 - loss: 0.54282
iteration: 23500 - loss: 0.51553
iteration: 23550 - loss: 0.46095
iteration: 23600 - loss: 0.51563
iteration: 23650 - loss: 0.53361
iteration: 23700 - loss: 0.55533
iteration: 23750 - loss: 0.53107
iteration: 23800 - loss: 0.49691
iteration: 23850 - loss: 0.52882
iteration: 23900 - loss: 0.49457
iteration: 23950 - loss: 0.53793
iteration: 24000 - loss: 0.54387
iteration: 24050 - loss: 0.52767
iteration: 24100 - loss: 0.53250
iteration: 24150 - loss: 0.48761
iteration: 24200 - loss: 0.49383
iteration: 24250 - loss: 0.54738
iteration: 24300 - loss: 0.50056
iteration: 24350 - loss: 0.53082
iteration: 24400 - loss: 0.52004
iteration: 24450 - loss: 0.51871
iteration: 24500 - loss: 0.52438
iteration: 24550 - loss: 0.52900
iteration: 24600 - loss: 0.53300
iteration: 24650 - loss: 0.50343
iteration: 24700 - loss: 0.51602
iteration: 24750 - loss: 0.51435
iteration: 24800 - loss: 0.49787
iteration: 24850 - loss: 0.52723
iteration: 24900 - loss: 0.50894
iteration: 24950 - loss: 0.51829
rmse: 1.0366
dcg: 10.4556
Reading dataset
Dataset read complete...
n users: 75
n items: 3287
Model intialized
Beginning Training...
cuda
mse loss
Training on GPU: 1 devices
iteration: 0 - loss: 12.86054
iteration: 50 - loss: 14.44315
iteration: 100 - loss: 13.74797
iteration: 150 - loss: 13.67229
iteration: 200 - loss: 13.90052
iteration: 250 - loss: 13.89530
iteration: 300 - loss: 13.31511
iteration: 350 - loss: 13.05890
iteration: 400 - loss: 12.10351
iteration: 450 - loss: 11.00550
iteration: 500 - loss: 9.18041
iteration: 550 - loss: 7.19413
iteration: 600 - loss: 5.11956
iteration: 650 - loss: 3.18232
iteration: 700 - loss: 1.74296
iteration: 750 - loss: 1.13309
iteration: 800 - loss: 1.00914
iteration: 850 - loss: 0.92460
iteration: 900 - loss: 0.89934
iteration: 950 - loss: 0.88631
iteration: 1000 - loss: 0.94776
iteration: 1050 - loss: 0.88758
iteration: 1100 - loss: 0.88126
iteration: 1150 - loss: 0.90609
iteration: 1200 - loss: 0.87858
iteration: 1250 - loss: 0.85910
iteration: 1300 - loss: 0.81543
iteration: 1350 - loss: 0.86738
iteration: 1400 - loss: 0.85986
iteration: 1450 - loss: 0.85023
iteration: 1500 - loss: 0.84439
iteration: 1550 - loss: 0.80497
iteration: 1600 - loss: 0.84741
iteration: 1650 - loss: 0.88399
iteration: 1700 - loss: 0.81043
iteration: 1750 - loss: 0.75437
iteration: 1800 - loss: 0.80636
iteration: 1850 - loss: 0.80956
iteration: 1900 - loss: 0.76688
iteration: 1950 - loss: 0.74792
iteration: 2000 - loss: 0.83791
iteration: 2050 - loss: 0.75806
iteration: 2100 - loss: 0.77165
iteration: 2150 - loss: 0.82548
iteration: 2200 - loss: 0.71716
iteration: 2250 - loss: 0.77848
iteration: 2300 - loss: 0.75189
iteration: 2350 - loss: 0.74356
iteration: 2400 - loss: 0.76071
iteration: 2450 - loss: 0.76571
iteration: 2500 - loss: 0.71445
iteration: 2550 - loss: 0.78671
iteration: 2600 - loss: 0.69784
iteration: 2650 - loss: 0.73703
iteration: 2700 - loss: 0.72339
iteration: 2750 - loss: 0.68719
iteration: 2800 - loss: 0.70047
iteration: 2850 - loss: 0.67029
iteration: 2900 - loss: 0.68198
iteration: 2950 - loss: 0.73780
iteration: 3000 - loss: 0.74963
iteration: 3050 - loss: 0.66411
iteration: 3100 - loss: 0.65823
iteration: 3150 - loss: 0.72666
iteration: 3200 - loss: 0.72066
iteration: 3250 - loss: 0.67976
iteration: 3300 - loss: 0.67469
iteration: 3350 - loss: 0.67569
iteration: 3400 - loss: 0.66159
iteration: 3450 - loss: 0.68952
iteration: 3500 - loss: 0.66533
iteration: 3550 - loss: 0.63189
iteration: 3600 - loss: 0.64066
iteration: 3650 - loss: 0.63834
iteration: 3700 - loss: 0.72453
iteration: 3750 - loss: 0.65554
iteration: 3800 - loss: 0.70057
iteration: 3850 - loss: 0.64519
iteration: 3900 - loss: 0.64012
iteration: 3950 - loss: 0.65844
iteration: 4000 - loss: 0.56695
iteration: 4050 - loss: 0.58824
iteration: 4100 - loss: 0.64560
iteration: 4150 - loss: 0.65622
iteration: 4200 - loss: 0.65670
iteration: 4250 - loss: 0.60867
iteration: 4300 - loss: 0.63415
iteration: 4350 - loss: 0.63369
iteration: 4400 - loss: 0.59693
iteration: 4450 - loss: 0.64988
iteration: 4500 - loss: 0.57016
iteration: 4550 - loss: 0.60610
iteration: 4600 - loss: 0.65998
iteration: 4650 - loss: 0.61132
iteration: 4700 - loss: 0.58004
iteration: 4750 - loss: 0.57282
iteration: 4800 - loss: 0.60300
iteration: 4850 - loss: 0.57941
iteration: 4900 - loss: 0.59139
iteration: 4950 - loss: 0.58114
iteration: 5000 - loss: 0.62893
iteration: 5050 - loss: 0.57224
iteration: 5100 - loss: 0.59448
iteration: 5150 - loss: 0.61388
iteration: 5200 - loss: 0.58665
iteration: 5250 - loss: 0.57692
iteration: 5300 - loss: 0.55340
iteration: 5350 - loss: 0.57439
iteration: 5400 - loss: 0.58176
iteration: 5450 - loss: 0.60297
iteration: 5500 - loss: 0.57752
iteration: 5550 - loss: 0.53539
iteration: 5600 - loss: 0.54075
iteration: 5650 - loss: 0.55010
iteration: 5700 - loss: 0.61013
iteration: 5750 - loss: 0.62119
iteration: 5800 - loss: 0.54869
iteration: 5850 - loss: 0.58134
iteration: 5900 - loss: 0.56792
iteration: 5950 - loss: 0.59180
iteration: 6000 - loss: 0.53870
iteration: 6050 - loss: 0.55987
iteration: 6100 - loss: 0.53653
iteration: 6150 - loss: 0.57246
iteration: 6200 - loss: 0.59226
iteration: 6250 - loss: 0.53272
iteration: 6300 - loss: 0.55263
iteration: 6350 - loss: 0.59300
iteration: 6400 - loss: 0.53557
iteration: 6450 - loss: 0.58734
iteration: 6500 - loss: 0.50547
iteration: 6550 - loss: 0.57786
iteration: 6600 - loss: 0.52965
iteration: 6650 - loss: 0.54749
iteration: 6700 - loss: 0.54277
iteration: 6750 - loss: 0.55338
iteration: 6800 - loss: 0.51894
iteration: 6850 - loss: 0.52799
iteration: 6900 - loss: 0.55520
iteration: 6950 - loss: 0.57672
iteration: 7000 - loss: 0.56092
iteration: 7050 - loss: 0.54165
iteration: 7100 - loss: 0.53233
iteration: 7150 - loss: 0.55932
iteration: 7200 - loss: 0.55371
iteration: 7250 - loss: 0.51589
iteration: 7300 - loss: 0.55853
iteration: 7350 - loss: 0.52100
iteration: 7400 - loss: 0.50027
iteration: 7450 - loss: 0.57320
iteration: 7500 - loss: 0.54774
iteration: 7550 - loss: 0.53394
iteration: 7600 - loss: 0.54450
iteration: 7650 - loss: 0.55003
iteration: 7700 - loss: 0.55166
iteration: 7750 - loss: 0.50667
iteration: 7800 - loss: 0.52228
iteration: 7850 - loss: 0.52931
iteration: 7900 - loss: 0.50814
iteration: 7950 - loss: 0.55365
iteration: 8000 - loss: 0.56125
iteration: 8050 - loss: 0.50354
iteration: 8100 - loss: 0.51435
iteration: 8150 - loss: 0.51653
iteration: 8200 - loss: 0.55316
iteration: 8250 - loss: 0.57731
iteration: 8300 - loss: 0.47406
iteration: 8350 - loss: 0.54560
iteration: 8400 - loss: 0.52596
iteration: 8450 - loss: 0.49042
iteration: 8500 - loss: 0.62153
iteration: 8550 - loss: 0.52568
iteration: 8600 - loss: 0.52627
iteration: 8650 - loss: 0.49104
iteration: 8700 - loss: 0.52970
iteration: 8750 - loss: 0.57769
iteration: 8800 - loss: 0.49236
iteration: 8850 - loss: 0.49720
iteration: 8900 - loss: 0.55089
iteration: 8950 - loss: 0.52424
iteration: 9000 - loss: 0.57325
iteration: 9050 - loss: 0.56725
iteration: 9100 - loss: 0.50925
iteration: 9150 - loss: 0.50692
iteration: 9200 - loss: 0.53701
iteration: 9250 - loss: 0.51798
iteration: 9300 - loss: 0.49669
iteration: 9350 - loss: 0.54117
iteration: 9400 - loss: 0.53726
iteration: 9450 - loss: 0.52507
iteration: 9500 - loss: 0.53199
iteration: 9550 - loss: 0.52950
iteration: 9600 - loss: 0.51220
iteration: 9650 - loss: 0.54672
iteration: 9700 - loss: 0.51337
iteration: 9750 - loss: 0.52212
iteration: 9800 - loss: 0.52642
iteration: 9850 - loss: 0.52011
iteration: 9900 - loss: 0.53611
iteration: 9950 - loss: 0.52052
iteration: 10000 - loss: 0.51963
iteration: 10050 - loss: 0.52789
iteration: 10100 - loss: 0.50746
iteration: 10150 - loss: 0.49068
iteration: 10200 - loss: 0.52208
iteration: 10250 - loss: 0.57249
iteration: 10300 - loss: 0.50317
iteration: 10350 - loss: 0.56253
iteration: 10400 - loss: 0.50800
iteration: 10450 - loss: 0.50023
iteration: 10500 - loss: 0.53739
iteration: 10550 - loss: 0.54846
iteration: 10600 - loss: 0.47110
iteration: 10650 - loss: 0.56372
iteration: 10700 - loss: 0.50568
iteration: 10750 - loss: 0.51921
iteration: 10800 - loss: 0.48839
iteration: 10850 - loss: 0.54249
iteration: 10900 - loss: 0.52994
iteration: 10950 - loss: 0.52758
iteration: 11000 - loss: 0.52409
iteration: 11050 - loss: 0.55306
iteration: 11100 - loss: 0.50269
iteration: 11150 - loss: 0.52569
iteration: 11200 - loss: 0.53606
iteration: 11250 - loss: 0.49055
iteration: 11300 - loss: 0.50709
iteration: 11350 - loss: 0.53052
iteration: 11400 - loss: 0.52476
iteration: 11450 - loss: 0.49029
iteration: 11500 - loss: 0.56268
iteration: 11550 - loss: 0.48244
iteration: 11600 - loss: 0.54244
iteration: 11650 - loss: 0.48014
iteration: 11700 - loss: 0.56345
iteration: 11750 - loss: 0.53788
iteration: 11800 - loss: 0.50235
iteration: 11850 - loss: 0.52729
iteration: 11900 - loss: 0.47692
iteration: 11950 - loss: 0.52407
iteration: 12000 - loss: 0.56741
iteration: 12050 - loss: 0.49372
iteration: 12100 - loss: 0.53886
iteration: 12150 - loss: 0.49038
iteration: 12200 - loss: 0.51414
iteration: 12250 - loss: 0.56347
iteration: 12300 - loss: 0.51415
iteration: 12350 - loss: 0.49333
iteration: 12400 - loss: 0.51792
iteration: 12450 - loss: 0.51757
iteration: 12500 - loss: 0.55781
iteration: 12550 - loss: 0.50997
iteration: 12600 - loss: 0.53728
iteration: 12650 - loss: 0.51380
iteration: 12700 - loss: 0.51284
iteration: 12750 - loss: 0.53566
iteration: 12800 - loss: 0.48761
iteration: 12850 - loss: 0.49911
iteration: 12900 - loss: 0.53481
iteration: 12950 - loss: 0.52615
iteration: 13000 - loss: 0.54623
iteration: 13050 - loss: 0.48160
iteration: 13100 - loss: 0.53213
iteration: 13150 - loss: 0.52235
iteration: 13200 - loss: 0.55984
iteration: 13250 - loss: 0.49720
iteration: 13300 - loss: 0.53513
iteration: 13350 - loss: 0.50499
iteration: 13400 - loss: 0.50019
iteration: 13450 - loss: 0.54149
iteration: 13500 - loss: 0.52465
iteration: 13550 - loss: 0.50980
iteration: 13600 - loss: 0.51002
iteration: 13650 - loss: 0.49144
iteration: 13700 - loss: 0.55070
iteration: 13750 - loss: 0.53154
iteration: 13800 - loss: 0.52812
iteration: 13850 - loss: 0.52696
iteration: 13900 - loss: 0.49079
iteration: 13950 - loss: 0.52566
iteration: 14000 - loss: 0.52705
iteration: 14050 - loss: 0.46983
iteration: 14100 - loss: 0.50934
iteration: 14150 - loss: 0.54954
iteration: 14200 - loss: 0.51428
iteration: 14250 - loss: 0.55539
iteration: 14300 - loss: 0.49769
iteration: 14350 - loss: 0.51902
iteration: 14400 - loss: 0.55444
iteration: 14450 - loss: 0.49464
iteration: 14500 - loss: 0.53190
iteration: 14550 - loss: 0.49857
iteration: 14600 - loss: 0.52768
iteration: 14650 - loss: 0.50919
iteration: 14700 - loss: 0.51429
iteration: 14750 - loss: 0.54715
iteration: 14800 - loss: 0.51875
iteration: 14850 - loss: 0.45628
iteration: 14900 - loss: 0.50392
iteration: 14950 - loss: 0.59678
iteration: 15000 - loss: 0.53131
iteration: 15050 - loss: 0.48087
iteration: 15100 - loss: 0.52759
iteration: 15150 - loss: 0.51634
iteration: 15200 - loss: 0.52555
iteration: 15250 - loss: 0.53735
iteration: 15300 - loss: 0.51387
iteration: 15350 - loss: 0.51610
iteration: 15400 - loss: 0.55244
iteration: 15450 - loss: 0.50871
iteration: 15500 - loss: 0.50197
iteration: 15550 - loss: 0.47981
iteration: 15600 - loss: 0.49676
iteration: 15650 - loss: 0.53263
iteration: 15700 - loss: 0.56217
iteration: 15750 - loss: 0.52915
iteration: 15800 - loss: 0.47352
iteration: 15850 - loss: 0.54113
iteration: 15900 - loss: 0.54051
iteration: 15950 - loss: 0.51728
iteration: 16000 - loss: 0.52612
iteration: 16050 - loss: 0.50962
iteration: 16100 - loss: 0.50851
iteration: 16150 - loss: 0.53108
iteration: 16200 - loss: 0.51035
iteration: 16250 - loss: 0.53265
iteration: 16300 - loss: 0.45993
iteration: 16350 - loss: 0.54391
iteration: 16400 - loss: 0.55968
iteration: 16450 - loss: 0.51773
iteration: 16500 - loss: 0.51457
iteration: 16550 - loss: 0.50862
iteration: 16600 - loss: 0.54185
iteration: 16650 - loss: 0.49691
iteration: 16700 - loss: 0.50887
iteration: 16750 - loss: 0.53466
iteration: 16800 - loss: 0.52565
iteration: 16850 - loss: 0.54270
iteration: 16900 - loss: 0.50653
iteration: 16950 - loss: 0.50248
iteration: 17000 - loss: 0.52226
iteration: 17050 - loss: 0.55674
iteration: 17100 - loss: 0.50684
iteration: 17150 - loss: 0.53973
iteration: 17200 - loss: 0.48723
iteration: 17250 - loss: 0.50801
iteration: 17300 - loss: 0.48118
iteration: 17350 - loss: 0.48330
iteration: 17400 - loss: 0.53349
iteration: 17450 - loss: 0.55945
iteration: 17500 - loss: 0.54210
iteration: 17550 - loss: 0.47488
iteration: 17600 - loss: 0.50823
iteration: 17650 - loss: 0.51776
iteration: 17700 - loss: 0.55980
iteration: 17750 - loss: 0.53743
iteration: 17800 - loss: 0.53095
iteration: 17850 - loss: 0.51411
iteration: 17900 - loss: 0.53202
iteration: 17950 - loss: 0.50280
iteration: 18000 - loss: 0.51419
iteration: 18050 - loss: 0.51497
iteration: 18100 - loss: 0.51719
iteration: 18150 - loss: 0.52197
iteration: 18200 - loss: 0.51126
iteration: 18250 - loss: 0.52755
iteration: 18300 - loss: 0.46401
iteration: 18350 - loss: 0.49378
iteration: 18400 - loss: 0.49710
iteration: 18450 - loss: 0.57560
iteration: 18500 - loss: 0.56699
iteration: 18550 - loss: 0.49968
iteration: 18600 - loss: 0.55099
iteration: 18650 - loss: 0.50512
iteration: 18700 - loss: 0.50689
iteration: 18750 - loss: 0.52589
iteration: 18800 - loss: 0.54754
iteration: 18850 - loss: 0.51068
iteration: 18900 - loss: 0.54746
iteration: 18950 - loss: 0.47942
iteration: 19000 - loss: 0.51101
iteration: 19050 - loss: 0.48238
iteration: 19100 - loss: 0.53267
iteration: 19150 - loss: 0.53562
iteration: 19200 - loss: 0.51768
iteration: 19250 - loss: 0.52900
iteration: 19300 - loss: 0.48399
iteration: 19350 - loss: 0.49039
iteration: 19400 - loss: 0.53881
iteration: 19450 - loss: 0.57972
iteration: 19500 - loss: 0.51076
iteration: 19550 - loss: 0.51226
iteration: 19600 - loss: 0.52324
iteration: 19650 - loss: 0.50216
iteration: 19700 - loss: 0.50125
iteration: 19750 - loss: 0.54688
iteration: 19800 - loss: 0.53856
iteration: 19850 - loss: 0.50915
iteration: 19900 - loss: 0.49954
iteration: 19950 - loss: 0.55037
iteration: 20000 - loss: 0.50585
iteration: 20050 - loss: 0.51426
iteration: 20100 - loss: 0.53030
iteration: 20150 - loss: 0.54730
iteration: 20200 - loss: 0.48470
iteration: 20250 - loss: 0.50696
iteration: 20300 - loss: 0.49011
iteration: 20350 - loss: 0.49658
iteration: 20400 - loss: 0.49779
iteration: 20450 - loss: 0.54181
iteration: 20500 - loss: 0.57443
iteration: 20550 - loss: 0.51036
iteration: 20600 - loss: 0.53521
iteration: 20650 - loss: 0.51430
iteration: 20700 - loss: 0.50284
iteration: 20750 - loss: 0.52753
iteration: 20800 - loss: 0.49211
iteration: 20850 - loss: 0.51101
iteration: 20900 - loss: 0.50408
iteration: 20950 - loss: 0.55335
iteration: 21000 - loss: 0.53322
iteration: 21050 - loss: 0.50461
iteration: 21100 - loss: 0.53904
iteration: 21150 - loss: 0.48599
iteration: 21200 - loss: 0.53982
iteration: 21250 - loss: 0.52755
iteration: 21300 - loss: 0.48918
iteration: 21350 - loss: 0.51473
iteration: 21400 - loss: 0.53835
iteration: 21450 - loss: 0.51444
iteration: 21500 - loss: 0.54913
iteration: 21550 - loss: 0.50090
iteration: 21600 - loss: 0.52636
iteration: 21650 - loss: 0.53858
iteration: 21700 - loss: 0.46554
iteration: 21750 - loss: 0.56520
iteration: 21800 - loss: 0.52128
iteration: 21850 - loss: 0.54187
iteration: 21900 - loss: 0.48709
iteration: 21950 - loss: 0.52132
iteration: 22000 - loss: 0.51468
iteration: 22050 - loss: 0.52694
iteration: 22100 - loss: 0.52088
iteration: 22150 - loss: 0.49705
iteration: 22200 - loss: 0.53451
iteration: 22250 - loss: 0.51501
iteration: 22300 - loss: 0.51838
iteration: 22350 - loss: 0.52502
iteration: 22400 - loss: 0.49580
iteration: 22450 - loss: 0.54071
iteration: 22500 - loss: 0.51146
iteration: 22550 - loss: 0.51509
iteration: 22600 - loss: 0.47346
iteration: 22650 - loss: 0.53578
iteration: 22700 - loss: 0.53559
iteration: 22750 - loss: 0.53610
iteration: 22800 - loss: 0.51000
iteration: 22850 - loss: 0.49376
iteration: 22900 - loss: 0.50807
iteration: 22950 - loss: 0.55181
iteration: 23000 - loss: 0.52757
iteration: 23050 - loss: 0.49917
iteration: 23100 - loss: 0.51007
iteration: 23150 - loss: 0.50868
iteration: 23200 - loss: 0.55421
iteration: 23250 - loss: 0.52380
iteration: 23300 - loss: 0.50584
iteration: 23350 - loss: 0.52285
iteration: 23400 - loss: 0.53240
iteration: 23450 - loss: 0.52224
iteration: 23500 - loss: 0.50692
iteration: 23550 - loss: 0.54241
iteration: 23600 - loss: 0.49699
iteration: 23650 - loss: 0.49410
iteration: 23700 - loss: 0.54031
iteration: 23750 - loss: 0.53214
iteration: 23800 - loss: 0.47982
iteration: 23850 - loss: 0.52294
iteration: 23900 - loss: 0.55180
iteration: 23950 - loss: 0.53026
iteration: 24000 - loss: 0.50271
iteration: 24050 - loss: 0.53458
iteration: 24100 - loss: 0.48355
iteration: 24150 - loss: 0.49789
iteration: 24200 - loss: 0.52799
iteration: 24250 - loss: 0.55507
iteration: 24300 - loss: 0.52010
iteration: 24350 - loss: 0.49583
iteration: 24400 - loss: 0.53866
iteration: 24450 - loss: 0.55186
iteration: 24500 - loss: 0.48483
iteration: 24550 - loss: 0.53275
iteration: 24600 - loss: 0.50936
iteration: 24650 - loss: 0.47327
iteration: 24700 - loss: 0.55780
iteration: 24750 - loss: 0.52221
iteration: 24800 - loss: 0.50742
iteration: 24850 - loss: 0.50482
iteration: 24900 - loss: 0.53179
iteration: 24950 - loss: 0.51185
rmse: 1.0324
dcg: 10.4436
Reading dataset
Dataset read complete...
n users: 75
n items: 3287
Model intialized
Beginning Training...
cuda
mse loss
Training on GPU: 1 devices
iteration: 0 - loss: 13.38134
iteration: 50 - loss: 13.92866
iteration: 100 - loss: 13.79962
iteration: 150 - loss: 13.74166
iteration: 200 - loss: 13.79921
iteration: 250 - loss: 13.31889
iteration: 300 - loss: 13.21929
iteration: 350 - loss: 12.70348
iteration: 400 - loss: 12.18533
iteration: 450 - loss: 11.21437
iteration: 500 - loss: 9.91610
iteration: 550 - loss: 8.15464
iteration: 600 - loss: 5.95415
iteration: 650 - loss: 4.18857
iteration: 700 - loss: 2.67111
iteration: 750 - loss: 1.71042
iteration: 800 - loss: 1.18283
iteration: 850 - loss: 0.93072
iteration: 900 - loss: 1.01771
iteration: 950 - loss: 0.90888
iteration: 1000 - loss: 0.93715
iteration: 1050 - loss: 0.91691
iteration: 1100 - loss: 0.91882
iteration: 1150 - loss: 0.88232
iteration: 1200 - loss: 0.88468
iteration: 1250 - loss: 0.84872
iteration: 1300 - loss: 0.85597
iteration: 1350 - loss: 0.85044
iteration: 1400 - loss: 0.89981
iteration: 1450 - loss: 0.82335
iteration: 1500 - loss: 0.86049
iteration: 1550 - loss: 0.84429
iteration: 1600 - loss: 0.82660
